ID,encoded_pixels
image_137,1:102930 3 103618 3 104303 6 104991 6 106948 11 107636 11 108321 24 109009 24 109697 24 110385 30 111073 30 111761 30 112449 30 113140 27 113828 27 114521 19 115209 19 115903 10 116591 10 117279 10 162652 8 163340 8 164025 13 164713 13 165401 13 166089 13 166777 13 167465 13 168153 13 168841 11 169529 11 170217 11 170905 11 171593 11 172281 11 172969 11 173657 11 174345 11 175033 11 175721 11 176409 11 177097 11 177788 8 178476 8 179164 10 179852 10 180540 8 181228 8 181921 5 182609 5~2:57611 13 58299 13 58987 13 59672 19 60360 19 61043 24 61731 24 62365 13 62413 33 63053 13 63101 33 63736 29 63784 38 64424 29 64472 38 65090 56 65155 43 65778 56 65843 43 66463 111 67151 111 67839 111 68527 113 69215 113 69903 113 70591 113 71279 113 71457 8 71967 113 72145 8 72655 113 72827 27 73343 113 73515 27 74031 111 74203 30 74719 111 74891 30 75407 111 75579 33 76095 111 76267 33 76783 111 76955 33 77469 115 77600 3 77643 35 78157 115 78288 3 78331 35 78842 167 79017 37 79530 167 79705 37 80218 215 80906 215 81591 218 82279 218 82965 223 83653 223 84341 223 84996 11 85026 226 85684 11 85714 226 86370 16 86399 229 87058 16 87087 229 87743 24 87775 229 88431 24 88463 229 89011 9 89122 255 89699 9 89810 255 90379 19 90495 258 91067 19 91183 258 91750 27 91874 255 92438 27 92562 255 93126 27 93250 255 93811 33 93938 255 94499 33 94626 255 95187 33 95314 252 95875 33 96002 252 96561 37 96695 245 97249 37 97383 245 97937 37 98095 215 98625 37 98783 215 99310 43 99474 210 99998 43 100162 210 100686 43 100850 210 101374 46 101541 204 102062 46 102229 204 102747 65 102917 13 102933 182 103435 65 103605 13 103621 182 104123 73 104298 5 104309 182 104811 73 104986 5 104997 182 105497 78 105677 185 106185 78 106365 185 106870 78 107053 182 107558 78 107741 182 108243 78 108426 185 108931 78 109114 185 109619 78 109802 185 110305 80 110493 180 110993 80 111181 180 111678 83 111869 180 112366 83 112557 180 113051 89 113247 178 113739 89 113935 178 114419 102 114623 178 115107 102 115311 178 115787 116 116002 175 116475 116 116690 175 117163 116 117378 175 117848 127 118020 3 118066 175 118536 127 118708 3 118754 175 119224 129 119386 16 119442 175 119912 129 120074 16 120130 175 120598 134 120743 5 120751 29 120813 182 121286 134 121431 5 121439 29 121501 182 121974 185 122189 182 122662 185 122877 182 123350 185 123562 185 124038 185 124250 185 124726 188 124935 188 125414 188 125623 188 126102 188 126311 188 126787 199 126994 193 127475 199 127682 193 128163 403 128851 403 129539 403 130227 403 130915 403 131603 403 132288 409 132976 409 133664 409 134352 409 135040 409 135726 411 136414 411 137099 416 137787 416 138472 419 139160 419 139797 473 140485 473 141170 476 141858 476 142546 476 143234 479 143922 479 144610 479 145298 479 145986 479 146674 479 147362 482 148050 482 148741 46 148792 430 149429 46 149480 430 150117 35 150171 430 150805 35 150859 430 151493 35 151547 430 152181 32 152238 424 152869 32 152926 424 153554 33 153616 422 154242 33 154304 422 154930 30 154992 420 155618 30 155680 420 156306 30 156371 414 156994 30 157059 414 157680 29 157747 408 158368 29 158435 408 159056 29 159123 408 159741 30 159811 400 160429 30 160499 400 161117 27 161187 24 161222 352 161805 27 161875 24 161910 352 162493 24 162563 21 162601 35 162644 8 162660 279 163181 24 163251 21 163289 35 163332 8 163348 279 163869 24 163942 16 163979 24 164038 272 164557 24 164630 16 164667 24 164726 272 165245 22 165318 13 165355 22 165414 266 165933 22 166006 13 166043 22 166102 266 166624 16 166694 13 166731 22 166790 266 167312 16 167382 13 167419 22 167478 266 168000 16 168070 13 168107 22 168166 266 168690 11 168758 13 168798 16 168852 268 169378 11 169446 13 169486 16 169540 268 170066 9 170134 13 170174 16 170228 268 170754 9 170822 13 170862 16 170916 268 171512 8 171550 13 171604 268 172200 8 172238 13 172292 268 172929 2 172980 268 173617 2 173668 268 174356 268 175044 268 175732 268 176420 268 177108 268 177796 268 178484 268 179174 266 179862 266 180548 268 181236 268 181926 266 182614 266 183300 268 183988 268 184676 268 185366 264 186054 264 186740 266 187428 266 188116 263 188804 263 189492 260 190180 260 190868 258 191556 258 192244 255 192932 255 193620 255 194308 250 194996 250 195684 244 196372 244 197060 236 197748 236 198436 225 199124 225 199812 217 200500 217 201188 217 201876 212 202564 212 203252 207 203940 207 204628 199 205316 199 206001 196 206689 196 207377 188 208065 188 208750 186 209438 186 210126 186 210812 182 211500 182 212034 9 212139 16 212188 180 212722 9 212827 16 212876 180 213410 14 213486 2 213491 3 213496 3 213502 32 213564 180 214098 14 214174 2 214179 3 214184 3 214190 32 214252 180 214784 13 214862 51 214940 174 215472 13 215550 51 215628 174 216157 19 216235 56 216313 175 216845 19 216923 56 217001 175 217533 19 217611 56 217689 175 218226 9 218299 56 218374 172 218914 9 218987 56 219062 172 219675 59 219750 172 220363 59 220438 172 221051 62 221124 172 221739 62 221812 172 222424 248 223112 248 223800 245 224488 245 225080 16 225174 244 225768 16 225862 244 226456 16 226550 244 227133 46 227230 250 227821 46 227918 250 228503 65 228571 282 229191 65 229259 282 229877 207 230092 134 230565 207 230780 134 231250 210 231470 129 231938 210 232158 129 232623 213 232844 123 233311 213 233532 123 233999 213 234220 123 234685 215 234913 70 234994 35 235373 215 235601 70 235682 35 236061 215 236289 62 236383 16 236749 215 236977 62 237071 16 237434 218 237665 57 238122 218 238353 57 238810 218 239044 46 239498 218 239732 46 240183 221 240417 43 240871 221 241105 43 241559 221 241799 32 242247 221 242487 32 242935 221 243175 32 243621 225 243857 19 243879 2 243884 3 244309 225 244545 19 244567 2 244572 3 244997 225 245233 19 245685 225 245921 19 246373 228 246615 13 247061 228 247303 13 247749 231 248437 231 249122 236 249810 236 250498 236 251186 236 251874 236 252562 236 253250 236 253938 239 254626 239 255314 236 256002 236 256690 236 257378 236 258066 226 258754 226 259442 226 260130 226 260818 226 261506 228 262194 228 262882 242 263570 242 264258 226 264946 226 265634 228 265868 2 265873 3 265879 2 266322 228 266556 2 266561 3 266567 2 267013 250 267701 250 268389 250 269077 250 269765 250 270455 242 271143 242 271831 242 272519 242 273210 234 273898 234 274589 223 275277 223 275965 223 276655 197 277343 197 278034 188 278722 188 279415 178 280103 178 280800 163 281488 163 282232 102 282920 102 283613 92 284301 92 284989 92 285680 83 286368 83 287056 81 287744 81 288432 75 289120 75 289808 70 290496 70 291189 62 291877 62 292565 62 293259 51 293947 51 294640 35 295328 35 296032 3 296038 2 296720 3 296726 2
image_138,<empty>
image_139,2:299645 21 300410 21 301157 42 301922 42 302702 21 303467 21 304232 21
image_140,1:26629 2 26634 9 27217 2 27222 9 27798 30 27830 14 28382 55 28970 55 29553 62 30141 62 30722 71 31303 81 31891 81 32475 92 33063 92 33646 103 34234 103 34815 117 35392 133 35980 133 36556 150 37144 150 37728 156 38311 163 38899 163 39485 167 40073 167 40654 177 41240 181 41828 181 42413 186 43001 186 43587 188 44175 188 44758 196 45346 198 45934 198 46518 207 47106 207 47689 214 48273 222 48861 222 49449 225 50037 225 50622 232 51210 232 51798 235 52384 239 52972 239 53560 241 54148 241 54734 245 55322 248 55910 248 56495 251 57083 251 57671 253 58259 253 58845 255 59433 255 60021 255 60607 257 61195 257 61781 259 62369 259 62957 259 63542 262 64130 262 64716 264 65302 268 65890 268 66471 275 67059 275 67649 273 68237 273 68820 281 69411 275 69999 275 70584 278 71172 278 71763 275 72348 278 72936 278 73527 273 74115 273 74700 276 75288 276 75879 271 76464 274 77052 274 77640 274 78228 274 78816 271 79407 266 79995 266 80580 267 81168 267 81759 264 82347 262 82935 262 83523 259 84111 259 84699 257 85287 257 85875 255 86463 252 87051 252 87641 246 88229 246 88815 246 89405 239 89993 239 90581 234 91169 234 91757 230 92345 230 92933 230 93521 230 94109 230 94697 232 95285 232 95873 234 96461 234 97049 234 97637 237 98225 237 98813 239 99401 239 99989 239 100579 237 101167 237 101755 237 102343 237 102931 239 103519 242 104107 242 104695 242 105283 242 105874 239 106462 239 107050 239 107638 239 108226 239 108816 237 109404 237 109992 234 110251 12 110582 235 110833 25 111170 235 111421 25 111758 133 111903 90 112004 32 112346 133 112491 90 112592 32 112937 128 113081 133 113527 128 113672 85 113759 48 114115 128 114260 85 114347 48 114705 126 114854 131 115293 126 115442 131 115883 131 116033 131 116471 131 116621 131 117059 138 117209 133 117647 283 118235 283 118821 207 119030 2 119035 73 119409 207 119618 2 119623 73 119999 209 120211 2 120215 3 120220 2 120227 57 120587 214 120803 7 120817 55 121175 214 121391 7 121405 55 121766 220 121993 58 122354 220 122581 58 122942 213 123167 60 123530 213 123757 58 124118 213 124345 58 124706 216 124931 62 125294 216 125519 62 125884 211 126109 60 126472 211 126697 60 127060 211 127283 62 127648 211 127873 60 128236 211 128461 60 128824 211 129042 67 129412 211 129630 67 130002 209 130218 67 130590 283 131178 283 131771 278 132359 278 132947 276 133535 276 134128 271 134720 41 134768 216 135308 41 135356 216 135901 30 135951 207 136489 30 136539 207 137086 11 137100 2 137132 202 137724 196 138312 196 138903 193 139491 193 140083 189 140674 186 141262 186 141852 184 142440 184 143030 182 143618 182 144208 177 144799 172 145387 172 145975 172 146563 172 147155 5 147162 3 147167 154 147776 126 148364 126 148954 105 149062 2 149542 105 149650 2 150134 95 150722 95 151313 87 151901 82 152489 82 153077 78 153665 78 154253 73 154838 69 155426 69 156017 64 156605 64 157193 62 157781 62 158369 62 158957 66 159545 66 160135 64 160723 64 161311 64 161899 2 161904 62 162487 2 162492 62 163077 65 163665 65 164265 53 164860 43 165448 43 166038 23 166063 3 166626 23 166651 3 167221 7 167809 7
image_141,<empty>
image_142,1:93690 3 94453 3 95201 32 95964 32 96721 41 97484 41 98241 50 99004 50 99767 50 100527 53 101290 53 102050 59 102813 59 103576 59 104339 59 105102 59 105865 59 106628 59 107391 56 108154 56 108917 53 109680 53 110443 50 111206 50 111969 50 112732 47 113495 47 114261 38 115024 38 115790 27 116553 27 117316 27
image_143,1:30965 16 31428 16 31889 23 32348 31 32811 31 33272 35 33735 37 34198 37 34660 38 35123 38 35586 38 36049 38 36512 38 36975 38 37438 38 37901 38 38364 38 38828 35 39293 31 39756 31 40225 23 40695 11 41158 11
image_144,1:65694 7 66258 7 66811 2 66816 17 67375 2 67380 17 67935 26 68499 26 69061 28 69625 28 70186 31 70748 33 71312 33 71874 33 72438 33 73000 35 73564 35 74126 37 74690 37 75254 37 75818 37 76379 38 76943 38 77507 38 78069 38 78633 38 79197 38 79761 38 80323 37 80887 37 81451 37 82015 37 82579 35 83143 37 83707 37 84271 35 84835 35 85399 35 85963 35 86525 35 87089 35 87653 35 88217 35 88781 31 89345 33 89909 33 90473 31 91037 31 91601 31 92165 31 92731 24 93295 24 93859 24 94423 24 94987 20 95553 18 96117 18 96681 13 97245 13 97814 6 98378 6 160997 2 161561 2 162127 5 162691 5 163255 9 163819 9 164383 9 164947 13 165511 13 166075 18 166639 18 167201 22 167765 22 168331 20 168895 20 169459 20 170023 20~2:22381 4 22945 4 23502 20 24066 20 24626 26 25190 26 25752 33 26311 38 26875 38 27435 44 27999 44 28545 5 28558 51 29109 5 29122 51 29667 70 30231 70 30792 73 31356 73 31916 77 32478 79 33042 79 33604 83 34168 83 34729 86 35293 86 35855 88 36419 88 36981 90 37545 90 38107 92 38671 92 39235 92 39797 94 40361 94 40922 97 41486 97 42048 101 42612 101 43174 103 43738 103 44300 105 44862 110 45426 110 45987 113 46551 113 47113 115 47677 115 48239 117 48803 117 49338 2 49365 119 49902 2 49929 119 50464 7 50491 121 51026 9 51050 123 51590 9 51614 123 52154 9 52169 132 52718 9 52733 132 53280 149 53844 149 54408 149 54972 149 55533 152 56097 152 56661 155 57228 152 57792 152 58356 152 58920 152 59484 149 60048 149 60612 149 61176 149 61740 149 62304 149 62865 150 63429 150 63993 150 64557 150 65121 150 65683 11 65701 134 66247 11 66265 134 66805 6 66813 3 66833 130 67369 6 67377 3 67397 130 67928 7 67961 130 68492 7 68525 130 69054 7 69089 128 69618 7 69653 128 70182 4 70217 128 70744 4 70781 126 71308 4 71345 126 71872 2 71907 128 72436 2 72471 128 73035 128 73599 128 74163 128 74727 128 75291 128 75855 128 76417 130 76981 130 77545 130 78107 130 78671 130 79235 130 79799 130 80360 133 80924 133 81488 133 82052 133 82614 135 83180 135 83339 2 83744 135 83903 2 84306 137 84465 9 84509 7 84870 137 85029 9 85073 7 85434 139 85591 13 85633 11 85998 139 86155 13 86197 11 86560 141 86716 18 86758 18 87124 141 87280 18 87322 18 87688 143 87842 25 87880 31 88252 143 88406 25 88444 31 88812 147 88970 73 89378 147 89532 79 89942 147 90096 79 90471 2 90504 149 90660 84 91035 2 91068 149 91224 84 91599 2 91632 240 92163 2 92196 240 92727 4 92755 247 93291 4 93319 247 93855 4 93883 249 94419 4 94447 249 94983 4 95007 253 95547 6 95571 253 96111 6 96135 253 96675 6 96694 258 97239 6 97258 258 97803 11 97820 260 98367 11 98384 260 98933 273 99497 273 100059 273 100623 273 101189 269 101753 269 102317 269 102881 266 103445 266 104011 262 104575 262 105141 258 105705 258 106269 256 106833 256 107397 254 107963 252 108527 252 109091 247 109655 247 110222 240 110786 240 111352 233 111916 233 112482 220 113046 220 113614 210 114185 196 114749 196 115315 192 115879 192 116445 186 117009 186 117576 180 118140 180 118706 176 119270 176 119836 2 119840 166 120407 158 120971 158 121539 152 122103 152 122667 150 123231 150 123797 146 124361 146 124925 95 125022 46 125489 95 125586 46 126055 89 126152 40 126619 84 126716 33 127183 84 127280 33 127754 77 128318 77 128887 63 129451 63 130019 51 130583 51 131149 44 131713 44 132282 37 132850 26 133414 26 142279 3 142323 3 142843 3 142887 3 143394 75 143958 75 144487 119 145051 119 145606 134 146166 143 146730 143 147291 146 147855 146 148419 146 148983 146 149550 143 150114 143 150680 139 151244 139 151808 139 152376 135 152940 135 153511 125 154075 125 154643 121 155207 121 155776 119 156340 119 156906 117 157470 117 158036 117 158602 119 159166 119 159735 127 160299 127 160865 130 161429 130 161999 128 162563 128 163132 123 163696 123 164262 121 164828 119 165392 119 165958 117 166522 117 167093 108 167657 108 168226 105 168790 105 169358 101 169922 101 170497 88 171068 19 171101 39 171632 19 171665 39 172198 11 172235 9 172762 11 172799 9 173328 7 173892 7 174456 4 175020 4 178404 4 178968 4 179532 7 180096 7 180660 7 181224 7 181786 9 182350 9 182914 9 183478 9 184042 9 184606 9 185170 9 185736 2 186300 2 195322 13 195884 103 196448 103 197009 110 197573 110 198137 113 198701 113 199265 110 199829 110 200396 107 200960 107 201521 108 202085 108 202652 105 203218 101 203782 101 204346 99 204910 99 205474 99 206038 99 206604 99 207168 99 207734 99 208298 99 208867 96 209453 79 210017 79 210587 80 211151 80 211726 95 212290 95 212861 110 213425 110 213991 112 214555 112 215123 106 215694 95 216258 95 216831 84 217395 84 217968 70 218532 70 219107 50 219671 50 220261 7 220270 2 220825 7 220834 2
image_145,1:85132 21 85902 21 86666 33 87436 33 88200 42 88970 42 89740 42 90507 48 91277 48 92044 51 92814 51 93581 57 94351 57 95118 60 95888 60 96658 60 97428 60 98198 60 98968 63 99738 63 100508 63 101278 63 102048 63 102815 66 103585 66 104355 63 105125 63 105898 60 106668 60 107438 60 108208 60 108978 60 109748 57 110518 57 111291 51 111393 3 111399 3 111405 3 112061 51 112163 3 112169 3 112175 3 112831 51 112939 12 113601 51 113709 12 114371 51 114479 12 115141 48 115237 3 115243 15 115261 3 115911 48 116007 3 116013 15 116031 3 116687 39 116783 3 116789 3 116795 6 117457 39 117553 3 117559 3 117565 6 118230 33 118317 21 119000 33 119087 21 119773 27 119863 9 119875 3 120543 27 120633 9 120645 3 121313 27 121403 9 121415 3 122173 9 122185 3 122943 9 122955 3
image_146,1:95041 3 95047 3 95808 3 95814 3 96575 3 96581 3 97288 9 97330 27 98055 9 98097 27 98816 21 98858 39 99583 21 99625 39 100344 33 100380 51 101111 33 101147 51 101878 33 101914 51 102639 96 103406 96 104173 99 104940 99 105704 111 106471 111 107238 114 108005 114 108772 114 109539 117 110306 117 111073 117 111840 117 112607 117 113374 117 114141 117 114899 3 114905 123 115666 3 115672 123 116433 129 117200 129 117961 3 117967 129 118728 3 118734 129 119489 138 120256 138 121023 138 121790 141 122557 141 123321 141 124088 141 124855 144 125622 144 126386 147 127153 147 127920 147 128678 156 129445 156 130209 159 130976 159 131746 156 132513 156 133280 156 134050 153 134817 153 135584 153 136351 153 137121 135 137259 9 137888 135 138026 9 138655 132 139422 132 140189 132 140959 126 141726 126 142496 120 143263 120 144036 105 144803 105 145570 105 146337 78 146418 15 147104 78 147185 15 147880 36 148647 36 149417 24 150184 24 150957 15 151724 15 152491 15
image_147,<empty>
image_148,2:150641 7 151226 7 151811 9 152396 14 152981 14 153564 18 154149 18 154734 21 155319 23 155904 23 156491 23 157076 23 157659 27 158244 27 158829 27 159414 25 159999 25 160584 25 161169 27 161754 27 162339 30 162924 30 163509 21 164094 16 164679 16 165264 14 165849 14 166434 14 167021 12 167606 12 168191 12 168776 12 169364 9 169400 12 169953 5 169967 32 170538 5 170552 32 171137 30 171722 30 172309 23 172896 3 172903 7 173481 3 173488 7
image_149,<empty>
image_150,<empty>
image_151,1:105579 23 106335 23 107091 26 107847 26 108600 38 109356 38 110109 53 110865 53 111621 53 112374 65 113130 65 113883 77 114639 77 115392 86 116148 86 116904 86 117663 85 118419 85 119172 94 119928 94 120690 88 121446 88 122202 88 122958 88 123714 88 124470 91 125226 91 125982 91 126738 91 127500 85 128256 85 129012 85 129768 85 130524 85 131283 82 132039 82 132792 3 132798 79 133548 3 133554 79 134304 3 134310 79 135066 79 135822 79 136572 3 136578 76 137328 3 137334 76 138087 79 138843 79 139599 79 140358 76 141114 76 141870 73 142626 73 143382 73 144138 73 144897 70 145653 70 146409 70 147162 3 147168 67 147918 3 147924 67 148685 59 149441 59 150192 64 150948 64 151704 64 152468 56 153224 56 153977 54 154733 54 155495 42 156251 42 157007 42 157766 27 158522 27 159290 9 160046 9~2:103290 18 104046 18 104802 18 105549 30 106305 30 107052 39 107808 39 108558 42 109314 42 110062 47 110818 47 111574 47 112327 47 113083 47 113833 50 114589 50 115342 50 116098 50 116854 50 117607 56 118363 56 119116 56 119872 56 120628 62 121384 62 122140 62 122893 65 123649 65 124405 65 125161 65 125917 65 126673 65 127426 74 128182 74 128938 74 129694 74 130450 74 131209 74 131965 74 132721 71 132795 3 133477 71 133551 3 134233 71 134307 3 134989 77 135745 77 136501 71 136575 3 137257 71 137331 3 138010 77 138766 77 139522 77 140278 80 141034 80 141790 80 142546 80 143299 83 144055 83 144811 86 145567 86 146323 86 147079 83 147165 3 147835 83 147921 3 148594 91 149350 91 150106 86 150862 86 151618 86 152377 91 153133 91 153889 88 154645 88 155404 91 156160 91 156916 91 157672 94 158428 94 159184 106 159940 106 160699 106 161455 106 162211 94 162967 94 163723 94 164482 85 165238 85 165994 56 166053 20 166750 56 166809 20 167509 41 168265 41 169021 41 169780 35 170536 35 171295 29 172051 29 172812 21 173568 21 174324 21
image_152,1:34820 2 34823 14 35173 25 35530 25 35884 31 36238 38 36594 40 36950 43 37307 43 37662 46 38018 49 38375 49 38732 49 39087 52 39444 52 39801 52 40158 52 40515 52 40871 53 41229 51 41586 51 41943 51 42300 51 42657 49 43014 49 43371 49 43730 46 44087 44 44444 44 44802 42 45161 37 45519 33 45876 33 46234 30 46593 21 46953 2 47310 2
image_153,1:142396 15 143159 15 143904 54 144667 54 145425 65 146188 65 146951 65 147708 74 148471 74 149231 80 149994 80 150754 86 151517 86 152280 86 153037 92 153800 92 154560 98 155323 98 156083 101 156846 101 157609 101 158369 107 159132 107 159895 107 160658 107 161418 113 162181 113 162944 113 163707 113 164470 113 165233 113 165996 113 166759 116 167522 116 168285 116 169045 119 169808 119 170571 122 171334 122 172097 122 172860 122 173623 122 174386 125 175149 125 175912 125 176675 125 177438 125 178201 125 178964 125 179727 128 180490 128 181253 128 182016 128 182779 128 183542 128 184305 128 185068 125 185831 125 186594 125 187357 125 188120 125 188886 122 189649 122 190412 122 191175 122 191938 119 192701 119 193464 119 194224 122 194987 122 195753 119 196516 119 197276 122 198039 122 198802 122 199568 116 200331 116 201094 116 201857 116 202620 113 203383 113 204146 113 204909 113 205672 113 206435 113 207198 113 207961 110 208724 110 209487 110 210253 104 211016 104 211779 104 212542 104 213308 98 214071 98 214834 98 215597 95 216360 95 217123 92 217886 92 218652 86 219415 86 220178 86 220944 83 221707 83 222473 74 223236 74 224002 68 224765 68 225528 68 226297 56 227060 56 227829 41 228592 41 229369 15 230132 15 230895 15~2:185357 6 186120 6 186880 9 187643 9 188406 9 189169 9 189932 9 190695 6 191458 6 192221 6 192984 6 193747 6
